,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
50,False,/gCz20Q91KFTM78Sskd5fj6IC2na.jpg,[35],6471,en,The Jerk,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",7.275,/wb6mB6R9vscPhyAegbbNDFZUAIs.jpg,1979-12-14,The Jerk,False,7.0,441
51,False,/o2pZ89BlPq711HNExhmtHNnPBsD.jpg,"[18, 35, 37, 10749]",11145,en,The Electric Horseman,"Sonny Steele used to be a rodeo star, but his next appearance is to be on a Las Vegas stage, wearing a suit covered in lights, advertising a breakfast cereal. When he finds out they are going drug the horse in case its too frisky, he rides off into the desert...",5.849,/lXLRdFJZHmdLEVcRDkA2u7oxCrF.jpg,1979-12-21,The Electric Horseman,False,6.2,69
52,False,/a2xUCgwOqI6QB7hxg7xiXCHhWMP.jpg,"[27, 878]",31915,en,Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.",3.289,/u7nkQCuYpXyGf4dX34yXDzvlkuH.jpg,1979-01-01,Prophecy,False,5.4,38
53,False,/xOuPp57BCP59NC0iL7WP1KWwBtv.jpg,"[18, 53]",988,en,The China Syndrome,"While doing a series of reports on alternative energy sources, opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicize the incident, but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.",12.948,/u0tbxqq0krtGMWnuycmikHPQ22Z.jpg,1979-03-16,The China Syndrome,False,7.2,187
54,False,/uWcP8K18A2VQZPgIztoP0P3zDzk.jpg,"[10749, 35, 27]",18966,en,Love at First Bite,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too.",5.185,/yb4uCXp9MmoVYLECk8J0FA5WETz.jpg,1979-04-27,Love at First Bite,False,6.2,49
55,False,/doJGjcWPpuGuDPJwCpCNnYUG9x4.jpg,"[80, 18]",10734,en,Escape from Alcatraz,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",10.49,/lBAxIEywz3KfzXimn9qHBArLHU8.jpg,1979-06-22,Escape from Alcatraz,False,7.5,1254
56,False,/qjm30F9hwJ6BNbsb7iOrrKwkY3n.jpg,"[35, 18, 10749]",696,en,Manhattan,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,9.648,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,1979-04-25,Manhattan,False,7.8,1217
57,False,/5WUmqHCZzReWZCIo3WwNkHts6on.jpg,"[28, 12, 35, 9648]",19827,en,The In-Laws,"In preparation for his daughter's wedding, dentist Sheldon Kornpett meets Vince Ricardo, the groom's father. Vince, a manic fellow who claims to be a government agent, then proceeds to drag Sheldon into a series of chases and misadventures from New York to Central America.",5.936,/vJXfjb8ZX2iCj8s3bfCXt6UM2FW.jpg,1979-06-15,The In-Laws,False,7.0,42
58,False,/jcQdwJqP7UB4Kf98iZIQ6lMtYJH.jpg,[18],16858,en,All That Jazz,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",6.344,/x4ppWRGH3pfVmEsbNC8UhvZVswd.jpg,1979-12-20,All That Jazz,False,7.4,175
59,False,/UukOK9wZGGrKWgh1ORNgxvTXpN.jpg,"[12, 10751]",17264,en,The Black Stallion,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.",9.293,/cqTt0rBnlh05FroVijfRNk7kmoM.jpg,1979-10-17,The Black Stallion,False,7.1,114
60,False,/amYkOxCwHiVTFKendcIW0rSrRlU.jpg,"[28, 12, 878]",1891,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",20.237,/9SKDSFbaM6LuGqG1aPWN3wYGEyD.jpg,1980-05-21,The Empire Strikes Back,False,8.4,10269
61,False,/1d0bPDy0Ud7g7vZ5qnKI6HsduLE.jpg,"[28, 12, 878]",8536,en,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",14.452,/uvxjXSfph2FD07A2jBG9NHJnl27.jpg,1981-06-01,Superman II,False,6.6,1198
62,False,/q3eNcig4YFEsUTnmIYDA90FdndO.jpg,"[10402, 35, 28, 80]",525,en,The Blues Brothers,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best: play music. So they get their old band together, and set out on their way—while getting in a bit of trouble here and there.",13.852,/6hesUNBkpVRqBTBw2HlTg0h8b56.jpg,1980-06-17,The Blues Brothers,False,7.7,2142
63,False,/xBNE6swMnik3ZVTf6mhzIZcsh5B.jpg,[35],21629,en,Stir Crazy,"New Yorkers, Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment—they're sent to prison.",8.452,/2pzs4zp4Kb4E7GzQkYBgkZfqyTo.jpg,1980-12-12,Stir Crazy,False,6.6,200
