,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/55g7Kwkh5yIGGCrIUdp2Tcnkpt2.jpg,"[28, 12, 14, 878, 10751]",11940,en,Sinbad and the Eye of the Tiger,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",6.814,/oahAmW8yKUhuF4IYJPz8f0AQoms.jpg,1977-08-12,Sinbad and the Eye of the Tiger,False,6.4,76
1,False,/ugKyJpzfNYVOXGRXKIVY76u6DxB.jpg,"[18, 12, 27]",12707,en,Orca: The Killer Whale,"After witnessing the killing of his mate and offspring at Captain Nolan's hands, a vengeful killer whale goes on a rampage in the fisherman's Newfoundland harbor. Under pressure from the villagers, Nolan, Rachel and Umilak sail after the great beast, who will meet them on its own turf.",6.473,/cpteeaEWlR5uEYtO47eksTHwTGj.jpg,1977-07-22,Orca: The Killer Whale,False,5.9,149
2,False,/wVLJ6dkdMt3SKePkBOpWgNqHklH.jpg,"[12, 53]",38985,en,Sorcerer,"Four men from different parts of the globe, all hiding from their pasts in the same remote South American town, agree to risk their lives transporting gallons of unstable nitroglycerin across dangerous jungle.",9.407,/iGDkhDPQKiA4ycpExU9kbDPW9QA.jpg,1977-06-24,Sorcerer,False,7.5,174
3,False,/8R3W1VKk0Uxd9YPClO0Xgq6j9Aa.jpg,"[16, 14, 878]",16220,en,Wizards,"In a post-apocalyptic future, humankind is destroyed and the fantastic races of ancient legend emerge to repopulate the earth. In fulfillment of an ancient prophesy twin sons -- wizards -- are born to a queen of the faeries: one good, the other aggressively evil. They are destined to collide in a war that will destroy the new earth. Blackwolf, the evil son, is a deformed mutant and is cast out of the community. He seeks to rediscover the ancient technologies of warfare and destruction in order to gain his revenge and subjugate the free peoples of the earth. Avatar, the good son, is human and seeks a passive life of non-aggression in order to avoid responsibility for the bloodshed and despair prophesied. Blackwolf's disastrous attempts to assassinate his brother compell Avatar to marshal forces against Blackwolf, leading to the ultimate confrontation.",6.902,/yL6IrU7PNIYPrd5fXexCHVwS3B5.jpg,1977-02-09,Wizards,False,6.5,84
4,False,/eMMDskrOnepuahAilFZ1hKhkDXM.jpg,"[28, 12, 878]",25763,en,Damnation Alley,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way.,3.3,/iHlGDgaw8jJCs5CUQ9oHuHdjqoH.jpg,1977-10-21,Damnation Alley,False,5.2,40
5,False,/2hUB03FXuG72Zsa4rlXVopEzokm.jpg,"[14, 27]",985,en,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",10.079,/l8oAmU5swopsyWzTHpZtAK15Mrc.jpg,1977-03-19,Eraserhead,False,7.6,1091
6,False,/zRdG36iu4cYbGvqyHjnnScwkr0h.jpg,"[53, 27, 878]",49158,en,Tentacoli,"Several people disappear from and at the sea. Their bodies are found gnawed to the skeleton, even the marrow is missing. The scientists have no idea which animal could do such things. Dr. Turner begins to suspect that the company which builds a tunnel beneath the bay might have poisoned the environment and caused an octopus to mutate to giant dimensions...",4.954,/lJbYHfdoWGOAFCWCgOB9G4Xw50S.jpg,1977-06-15,Tentacles,False,4.4,35
7,False,/i8lyb818XNNGaXiL6qHSxVNodKy.jpg,[27],11906,it,Suspiria,"From the moment she arrives in Freiberg, Germany, to attend the prestigious Tanz Academy, American ballet-dancer Suzy Bannion senses that something horribly evil lurks within the walls of the age-old institution.",13.631,/qtHlaxwLIKuZCHjFaHa2IGYWe4C.jpg,1977-08-10,Suspiria,False,7.6,1227
8,False,/sPJmwvy9z5IpjdEXoYG6zxd7LO7.jpg,"[18, 27, 9648, 53]",72277,en,The Last Wave,"Australian lawyer David Burton agrees with reluctance to defend a group of aborigines charged with murdering one of their own. He suspects the victim was targeted for violating a tribal taboo, but the defendants deny any tribal association. Burton, plagued by apocalyptic visions of water, slowly realizes danger may come from his own involvement with the aborigines and their prophecies.",3.432,/jkfSa4iH5ECPTlcxgNBchZ2Jyvp.jpg,1978-10-06,The Last Wave,False,6.9,66
9,False,/ysw5qVk2H3UdwdaBqu8TJQHIyu6.jpg,"[53, 28]",56095,zh,鷹爪鐵布衫,"Hwang Jang Lee is a corrupt Ming guard who frames John Liu for murder. A wanted fugitive, John hides out with a teen who is an expert in the infamous Iron Armor technique, a technique that means the expert can withstand anything. However, Hwang is an expert in it as well as the Eagle Claw's. Can John stop Hwang before it's too late?",4.355,/dMZH0LsBUkuXIPCNwPSWjtBnwqg.jpg,1998-01-01,The Invincible Armour,False,7.4,8
10,False,,[18],334076,es,La violación,,1.34,/b9NA19SL8Ykv3Kz4ohIa55kcqEN.jpg,1977-05-02,La violación,False,0.0,0
11,False,,"[18, 35]",420563,es,Mi primer pecado,"Charlie (Curro), a 16 year-old boy, who apparently seeks to stop being a virgin. But he has fallen madly in love with a prostitute ten years older than he. It is difficult for him to approach her, so he decides to pay her for the services and in this way try to fall in love",2.764,/2pOt5tDGyhV1Kxm50HbWPZ0MBGf.jpg,1979-01-10,Charlie and the Hooker,False,0.0,0
12,False,,"[80, 28, 18]",304257,hi,ईमान धर्म,"Ahmed and Mohan Kumar Saxena are petty thieves, and con-men. They career is spent as false witnesses near the Bombay courts, where they get paid a set sum of rupees for false depositions. This changes when they meet and are influenced by Kabir Das, and decide to go straight. They find that it's virtually impossible to earn a living as honest citizens. Then Kabir Das is arrested and imprisoned by a murder he claims he did not commit, and the duo promise to help him, and find out who the real killer is, but they themselves end up getting in trouble.",0.6,/nkRb09d56sviQam2pqXrVTFw5ut.jpg,1977-01-07,Immaan Dharam,False,0.0,0
13,False,,"[16, 12]",290106,ru,Последний лепесток,"Zhenya is a young girl who find a old beautiful house in the city when she followed a dog that he stole her donuts. At the old house, a old woman lives. The old woman offers to Zhenya a magic flower. When Zhenya pull up a petal of the flower, she can make a wish. In this moment, Zhenya should decide correctly her wishes.",0.6,/9M130MAwUBI8dbvXfbxG9GX3rN7.jpg,1977-07-11,The Last Petal,False,7.0,2
14,False,,[18],504352,fa,Scent of Wheat,"Siamak, Esi and Taghi are three penniless friends. Taghi is addicted and not trying to help get rid of his addiction. Siamak meets a girl Gandom and falls in love with her. She works in a school (washing cloths there) but when they find about her relationship with Siamak, they fire her. Gandom has heart problems and should go to Europe to meet the right treatments. Siamak wants to send her there but to collect enough money he begins do illegals.",0.6,/szZpDOwf0Qn3SxUjwxHwglFiNj1.jpg,1977-01-01,Scent of Wheat,False,0.0,0
15,False,/4ZlzV940kUCXzbaz6c1nU3BYR0g.jpg,"[27, 18, 9648]",18196,en,The Sentinel,"A commitment-shy New York fashion model moves into an old brownstone apartment, meets her weird neighbours and discovers she’s sitting on the gateway to Hell.",6.02,/6Z5moQXdqbNTuG0YUONragPWac4.jpg,1977-01-07,The Sentinel,False,6.3,83
16,False,,"[37, 10749]",204844,pt,Gases,,0.6,/aDXyUk365pg9pITSVCk0DdORRzk.jpg,1977-07-01,Gases,False,0.5,1
17,False,,[99],602641,de,Les femmes sont de nature créatives: Agnès Varda,"A documentary about French film director Agnès Varda on the set of her 1977 film ONE SINGS, THE OTHER DOESN'T. It includes interviews with Varda and the lead actors in the film.",0.72,/cpDSAevrVjFYJ6kjpmYAliw9jDa.jpg,1977-12-31,Women Are Naturally Creative: Agnès Varda,False,10.0,1
18,False,/97Z0utejo4vtxSME7b0GcvOBr53.jpg,"[16, 14, 10751]",600328,ja,Los cisnes encantados,7 brothes who has transformed into swans,0.6,/gRxmVLqyUi9SSEVmB1xjrorjZ61.jpg,1977-03-19,The wild swans,False,10.0,1
19,False,,[],552081,tr,Yıkılmayan Adam,,0.623,/4sLeeNhI570x9xE2WWQCaTYFgLs.jpg,1977-01-01,Yıkılmayan Adam,False,10.0,1
20,False,/vHRHflal0kIyEMW7lG0x96Us1TC.jpg,"[18, 27, 9648, 53]",29143,en,Eyes of Laura Mars,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,5.512,/b6njtFr9IkmJGzwCkZWpDIYI1oC.jpg,1978-08-02,Eyes of Laura Mars,False,5.8,84
21,False,/gZ2GqPavjpLlhFo9AlML8mM7iyg.jpg,"[28, 53]",42205,en,Good Guys Wear Black,"The former leader of a commando rescue attempt into Vietnam tries to discover why his squad members are being murdered, one-by-one, after the war is over.",3.169,/qe6YEwpegOGzXhmGS7Xkwz9XxVR.jpg,1978-06-01,Good Guys Wear Black,False,5.7,29
22,False,/fzU7fJ6XocNHGLCg5yyHYmQNkiM.jpg,"[35, 10749]",47901,en,The One and Only,"1951: Andy Schmidt is in his last year of college. Taking life easy and always a saucy joke on his lips, he manages to win fellow student Mary's heart, although she's already otherwise engaged. But getting a job after college turns out much harder than expected; most directors take offense at his free interpretation of his roles. Desperate, he tries in wrestling. To avoid getting beaten up he stages the fights - and incidentally invents show-wrestling.",1.81,/a8zrgfHe7iun7oX5NcAzhTe45KY.jpg,1978-02-03,The One and Only,False,5.6,5
23,False,/5Vq3BsulfarH3XzjQGgSuRu6xhP.jpg,"[12, 14, 878, 10751]",14822,en,Return from Witch Mountain,"In this sequal to ""Escape From Witch Mountain,"" Tia and Tony leave their safe refuge on witch mountain for a trip to Los Angeles. Tony is kidnapped by the evil Dr. Gannon and his spinster partner Letha and brainwashed into helping Gannon and Letha commit various crimes. It's up to Tia and a gang of truant kids to rescue Tony and prevent a major disaster.",5.594,/3IuBO639bFpHCsVYLaREAtwTHDV.jpg,1978-03-10,Return from Witch Mountain,False,5.6,59
24,False,/qtb0cimYnAhkKEuV4nvHgJV747q.jpg,"[27, 53, 878, 35]",24831,en,Piranha,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",9.839,/eLQmgjJqt2e98wRDqIb1tn3Z8me.jpg,1978-08-03,Piranha,False,5.7,260
25,False,/lZDOhVWyFjsJ3WU4fonMdqpxQwd.jpg,"[28, 12, 35]",27201,en,Corvette Summer,"Ken loves to design and build exotic cars. When the High School shop class project car, a fully tricked out dream Corvette, is stolen, he begins searching for it. His search leads him to Las Vegas, where Vanessa, a teenaged prostitute wannabe, helps him try to track it down.",4.544,/7IH6ErIk8autcenKL2DQAo2LWC6.jpg,1978-06-02,Corvette Summer,False,5.4,24
26,False,/j58X2xzDjrHBk6VzRIfHNPYtgub.jpg,[9648],4192,en,Death on the Nile,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",8.552,/8eOWgeWrdM9cz7JR0LNp6R50j3l.jpg,1978-10-06,Death on the Nile,False,7.0,270
27,False,/qMtIz4EsCErBDFXc9JUBIb1JGq4.jpg,"[18, 10402]",24153,en,The Buddy Holly Story,A film about the life and career of the early rock and roll star.,3.828,/3aDrhKfuL5SRGLmsQNE1MewmhHx.jpg,1978-05-18,The Buddy Holly Story,False,7.3,43
28,False,/k1mP9jISR5lCAxU1AyCz1S2NzrQ.jpg,[27],42215,en,The Legacy,A couple attempts to unravel a sinister plot within the English countryside estate of a dying man who has gathered an eclectic and notable group of house guests.,3.777,/Zqb4O0Z1Zhv69ZDUdeVlcwI83L.jpg,1979-09-14,The Legacy,False,5.3,25
29,False,,"[18, 36, 10402]",42198,en,American Hot Wax,"This is the story loosely based on Cleveland disc jockey Alan Freed, who introduced rock'n'roll to teenage American radio audiences in the 1950's. Freed was a source of great controversy: criticized by conservatives for corrupting youth with the ""devil's music""; hated by racists for promoting African American music for white consumption; persecuted by law enforcement officials and finally brought down by the ""payola"" scandals.",0.984,/bdRHGMl3vGugZ1gFV5RdLHPZrVE.jpg,1978-03-17,American Hot Wax,False,4.7,6
30,False,/xS01X3FDDYvDNdoj9hEqsUH9iBy.jpg,[18],15867,en,Interiors,"A look at a dysfunctional family dominated by the controlling madness of its matriarch, Eve. Her reluctant husband and their three daughters make doomed efforts to cope with Eve's demands, while also trying to get on with their own lives. But, all bets are off when an ebullient stranger enters the picture.",8.241,/ykwQHyjAAgYEVKjMulWnrd3EOze.jpg,1978-08-02,Interiors,False,6.9,169
31,False,/seDvAlXiab7DQ45hiTYKRSZJSbT.jpg,"[80, 18]",23397,en,Straight Time,"After being released on parole, a burglar attempts to go straight, get a regular job, and just go by the rules. He soon finds himself back in jail at the hands of a power-hungry parole officer.",6.215,/qht8SAqj7dEeEzv9yXalFB35ycb.jpg,1978-03-18,Straight Time,False,7.2,58
32,False,/oeJHW3H8b60TszYYY6PLCvMierd.jpg,"[28, 12, 10752, 53]",17339,en,Force 10 from Navarone,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",10.192,/hcvhw7ev8uxtMCtaXG8iWesZ2fw.jpg,1978-12-08,Force 10 from Navarone,False,6.4,151
33,False,/p9BAiTnq6Cz2YA6zo4L89KL8vCa.jpg,"[28, 18]",23916,en,Paradise Alley,"Sylvester Stallone is fighting the odds again, this time in the wrestling ring. As Cosmo Carboni, he and his two brothers dream of getting out of Hell's Kitchen (circa 1946) and into the big time. The exit signs point to Paradise Alley, a sleazy private club where the floorshow consists of raucous wrestling matches with big purses. Stallone not only starred in and wrote this action-packed film, he also made his directorial debut in this tale of three guys who could take anything Hell's Kitchen could dish out.",12.269,/bdXHLDsfFTW8LyaK3TRKvmjsMlK.jpg,1978-09-22,Paradise Alley,False,5.7,48
34,False,/qVcL6rYhWxayMPBHx2OBnntzTbU.jpg,"[18, 80]",14839,en,Blue Collar,"Fed up with mistreatment at the hands of both management and union brass, and coupled with financial hardships on each man's end, three auto assembly line workers hatch a plan to rob a safe at union headquarters.",3.291,/7WBBcgzESyX1qEq9x7tg22dlORL.jpg,1978-02-10,Blue Collar,False,7.4,48
35,False,/7ZbX4Zmdf2DJuDlkRXXIxBzBxsy.jpg,"[12, 18, 36, 53]",31948,en,Gray Lady Down,"The USS Neptune, a nuclear submarine, is sunk off the coast of Connecticut after a collision with a Norwegian cargo ship. The navy must attempt a potentially dangerous rescue in the hope of saving the lives of the crew.",4.653,/zo539vo9g29LZ7DQ5b8hw9nHZcW.jpg,1978-03-10,Gray Lady Down,False,7.0,36
36,False,/70dbXMaSl2mve998vUnNHs30VXa.jpg,"[12, 16, 18]",11837,en,Watership Down,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",11.306,/879iEKkJMSXSbgqjs3tVOQceNUK.jpg,1978-10-31,Watership Down,False,7.2,319
37,False,,[35],116312,es,La escopeta nacional,"A catalan manufacturer of intercoms travels to Madrid, accompanied by his mistress, to attend a hunt that he has organized. Its main purpose is to mix with people of high society to improve their business. All seems well until the owner of the farm shows full authority over James, who is the real organizer of the meeting. The celebration is diverse characters who live next to absurd situations.",2.974,/tDN6013ueGHNEzAxiWGrcWUwdiR.jpg,1978-09-14,The National Shotgun,False,7.3,19
38,False,/4AmxePJFeoTeiLhokTMG4CLDRtA.jpg,[18],115894,es,El diputado,"Madrid, Roberto Orbea is a member of the Spanish communist party. He is married to Carmen, and he has been elected as Deputy in the first democratic elections in Spain. But his enemies, the fascist, know his double life. Roberto likes boys, and they hire Juanito to seduce the politician. They fall in love...",1.982,/5r1sxwQ1itnKZ2ylie9uIyXtT90.jpg,1985-11-01,El diputado,False,5.4,4
39,False,/fsvNX21XyTfhAvKyStzAxHanlPn.jpg,"[27, 53]",28485,es,Escalofrío,"Andy and Thelma, an urbanite couple living in Madrid, leave their apartment for a pleasant day around the city with their dog. They cross paths with Bruno and Anne, a strange couple who invite them to their foreboding country estate. A storm hits that evening and the two stay overnight. The couples engage in a bit of harmless communication with spirits via ouija board, but soon past conflicts arise Thelma had an affair with Andy's brother, and Anne criticizes Bruno over his attempted suicide. This is only the beginning of all the horrors that will haunt them in the house.",1.986,/y8oVjm9lUtfrFdR151opr6eScGf.jpg,1978-08-12,Satan's Blood,False,6.5,13
40,False,/2vhfyxJdKhET7qKbAwebq6MqQTO.jpg,"[28, 12, 878, 10751]",9570,en,The Black Hole,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",9.712,/20IPuZOXNRZJBN0loUYClFR8cpx.jpg,1979-12-18,The Black Hole,False,5.9,206
41,False,/j3FcOV6Ss3DYS8S170R2O6dHB3J.jpg,"[80, 18, 9648, 53]",17443,en,...And Justice for All,"An ethical Baltimore defense lawyer disgusted with rampant legal corruption is asked to defend a judge he despises in a rape trial. But if he doesn't do it, the judge will have him disbarred.",7.943,/xiMZwW8GJiJteLZttRwxVi7oFet.jpg,1979-10-19,...And Justice for All,False,7.1,200
42,False,/8BAlJDhDpQkCjOFpoA2z2F5w6Fj.jpg,[35],11519,en,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",9.069,/wtADewuMRz7roBBx73fPsvHAiBW.jpg,1979-12-14,1941,False,5.8,283
43,False,/atwIGUTfCSdi7kgPoGClHz0yb7B.jpg,"[35, 18]",10322,en,Being There,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",11.69,/bgTFBMBuh4jA45l0DYyHC2GTq8X.jpg,1979-12-19,Being There,False,7.7,436
44,False,/jfbwe2vlMYZKNGpRxwdkVgXtuXz.jpg,"[18, 10402, 10749]",16323,en,The Rose,Rock-and-roll singer Mary Rose Foster's romantic relationships and mental health are continuously imperilled by the demands of life on the road.,4.612,/uS7aPczFpLRI8AwmIf78oDg1TWN.jpg,1979-11-07,The Rose,False,6.8,49
45,False,/jj0METL5722MYIxFD948wnf9JSH.jpg,"[35, 18]",29786,en,North Dallas Forty,A semi-fictional account of life as a professional Football (American-style) player. Loosely based on the Dallas Cowboys team of the early 1970s.,2.554,/mFhSl76WbhNWVjwObFZRjaDalOF.jpg,1979-08-03,North Dallas Forty,False,6.5,22
46,False,/7urYTquDoObFzF5SrhHi9kfLp4W.jpg,"[18, 36, 10749]",9453,en,Caligola,"The perversion behind imperial Rome, the epic story of Rome's mad Emporer. All the details of his cruel, bizarre reign are revealed right here: His unholy sexual passion for his sister, his marriage to Rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more.",12.727,/hrlfv70HG6SBjJs1ARZqwou38FI.jpg,1980-02-01,Caligula,False,5.4,284
47,False,/1K9YJzQ6r5nCrOVrjSnAmji8zLc.jpg,[18],233,en,The Wanderers,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,6.243,/oedFtX9hZZWpD7L5wkD0WxSteY2.jpg,1979-07-13,The Wanderers,False,7.4,86
48,False,/nK4qiKkZ6FqWyWG4Dzug2eMqYcx.jpg,"[28, 53]",11474,en,The Warriors,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",11.09,/sqEzykIkLOae6L4kD0zf3VTVkti.jpg,1979-02-09,The Warriors,False,7.6,893
49,False,/5l58tPlYA1JaacBvcojq3YMQyL5.jpg,[18],40842,en,Norma Rae,"Norma Rae is a southern textile worker employed in a factory with intolerable working conditions. This concern about the situation gives her the gumption to be the key associate to a visiting labor union organizer. Together, they undertake the difficult, and possibly dangerous, struggle to unionize her factory.",5.693,/iBX0F0SbPoj4fA1Sk9FXRTaYDjz.jpg,1979-03-02,Norma Rae,False,7.3,63
50,False,/aSZTTdfOx16ty7Zw7iPCn5ZkD9G.jpg,"[28, 12, 80, 18, 53]",21376,en,A Force of One,Karate champion Matt Logan is enlisted by the police to train officers in self-defense after narcotics agents are killed by an assailant using the martial arts.,4.804,/A1xwmtxohyAKPVloYoBL1Apj8WI.jpg,1979-06-01,A Force of One,False,4.7,36
51,False,/gJy84NdnXOpvcgm7mvHPlPDyFMO.jpg,[35],583,en,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",16.887,/cKpJnXJ6DzAGafAjUWB5PjT904O.jpg,1979-08-17,Life of Brian,False,7.8,2275
52,False,/t1Grxk1h11H2yuDMSFief7J5ZFd.jpg,"[35, 18]",20283,en,Breaking Away,"Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.",7.765,/6fyhA7Imqxm7SftTqd4RGcayWfn.jpg,1979-07-20,Breaking Away,False,7.4,119
53,False,/e7cTxDnHGQIozy0Os5r6HauL1Gz.jpg,"[18, 36, 10402]",10654,en,Hair,"""Hair"" is a 1979 musical war comedy-drama film adaptation of the 1968 Broadway musical ""Hair: An American Tribal Love-Rock Musical"" about a Vietnam War draftee, Claude, who meets and befriends a tribe of long-haired hippies on his way to the army induction center.  Claude heads to New York upon receiving his draft notice, leaving the family ranch in Oklahoma. He arrives in New York where he is rapidly indoctrinated into the youth subculture before reporting in for boot camp.",9.536,/1RITo61dUEruQTrHqY6fQD8kPs.jpg,1979-03-14,Hair,False,7.4,314
54,False,/fK8uSaGhfXrjLER8obkd4810Lqk.jpg,"[35, 18, 10752]",33258,en,More American Graffiti,College graduates deal with Vietnam and other issues of the late '60s.,4.962,/bI5occnKoGLwBdGg6AgTbYb2YTi.jpg,1979-08-03,More American Graffiti,False,5.1,43
55,False,/g9ov4EqYrvj2vugqUUoTPzVuZrj.jpg,"[28, 18, 53]",29723,en,The Concorde... Airport '79,"The last of the 'Airport' series again stars George Kennedy as aviation disaster-prone Joe Patroni, this time having to contend with nuclear missiles, the French Air Force and the threat of the plane splitting in two over the Alps!",7.666,/30xbGwjqVsIkIFc1N7ss55RKDZB.jpg,1979-08-17,The Concorde... Airport '79,False,4.7,74
56,False,/mLXW1TJoutwUVorMncIxOmos6H3.jpg,"[27, 878]",9638,en,Phantasm,"A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.",10.826,/59GIYULisvSYMwawbbtCnjaPMAn.jpg,2016-09-24,Phantasm,False,6.6,290
57,False,/fYcePL2YrlFhHp2SSvB29gCJlZT.jpg,"[35, 37]",16972,en,The Frisco Kid,"Rabbi Avram arrives in Philadelphia from Poland en route to San Francisco where he will be a congregation's new rabbi. An innocent and inexperienced traveller, he is tricked by con men to pay for the trip to go west, then they leave him and his belongings scattered along a deserted road. He is befriended by a stranger, Tommy, who is a bank robber and have many adventures during their journey.",4.215,/jfHAQC9ASLtLQUXKX8kluzyZCC1.jpg,1979-07-06,The Frisco Kid,False,6.1,70
58,False,/4DDM7sIEIKAAvuGc2B6fxxNl3pX.jpg,"[18, 10749, 10752]",26659,en,Hanover Street,"Margaret is a nurse in England during WW2, and married to a secret agent. Things get complicated when she falls for David, an American pilot.",4.557,/yk7TKr0TzCtSFcsKEFniSAWkuuc.jpg,1979-05-18,Hanover Street,False,5.9,42
59,False,/eYvGe4Yp1cKSJUJMNrOkxylAgMc.jpg,[18],46460,en,Wanda Nevada,"In the American Southwest of the 1950s, middle-aged vagabond Beaudray Demerille survives as a cardsharp who moves from town to town. But his latest victory brings him unwanted spoils in the form of Wanda Nevada, a fiery 13-year-old. At first Beaudray does everything he can to ditch Wanda -- until the girl chances upon a treasure map. But Wanda and Beaudray aren't the only ones after the loot, and they must contend with a ruthless pair of crooks.",3.42,/rq97yXRpqigVanFUkrg5RXYLenm.jpg,1979-06-01,Wanda Nevada,False,6.3,12
60,False,/s5rs0TzqYhlmzJmWbapyveCspYr.jpg,"[80, 18, 10749, 53]",2768,en,American Gigolo,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",10.361,/kwbOIABYZjLwd8UViMvkw40l2rr.jpg,1980-02-08,American Gigolo,False,6.0,270
61,False,/eH7OqA7uQAFAY66lsX55XWHBSOM.jpg,"[18, 10751]",21873,en,My Bodyguard,"Clifford Peach, an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teachers alike. But their ""business relationship"" soon turns personal as Clifford and the troubled loner forge a winning alliance against their intimidators - and a very special friendship with each other.",4.314,/v0AgK10BeuLloxTiXLWYFZ6DmWN.jpg,1980-07-11,My Bodyguard,False,6.6,45
62,False,/2Ev8WGcS56lU9NjD7SViVF7ovrN.jpg,"[14, 10402, 878, 10749]",15668,en,Xanadu,A beautiful muse inspires an artist and his older friend to convert a dilapidated auditorium into a lavish rollerskating club.,6.745,/wc3dC8DrI6qgD5sQlIkbjU7wcaS.jpg,1980-08-08,Xanadu,False,5.3,101
63,False,/jPXJxQE64xP8TArB8BTLfGdR41l.jpg,[27],790,en,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",12.051,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,1980-02-08,The Fog,False,6.6,627
64,False,/ztIa4qgQp45sWGHKoi5FOzrDc9K.jpg,"[18, 10402]",3537,en,Fame,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,9.155,/4q1VRakiR2YZmWUf9CRL2nktKov.jpg,1980-05-16,Fame,False,6.3,193
65,False,/xSbYMYxhOxE2MELzjDvNoeW2vPk.jpg,"[27, 878, 53]",11542,en,Altered States,"A research scientist explores the boundaries and frontiers of consciousness. Using sensory deprivation and hallucinogenic mixtures from native American shamans, he explores these altered states of consciousness and finds that memory, time, and perhaps reality itself are states of mind.",7.731,/wJuBAkVbd2xaauodX3Ronqvw06O.jpg,1980-12-25,Altered States,False,6.7,300
66,False,/opN0fO1lfoV8c0QlPGnf8H8GLaf.jpg,"[12, 28, 53]",24825,en,The Octagon,"Scott James, a veteran martial arts expert, is recruited as the protector of the wealthy and beautiful Justine  after she becomes the target of a ninja clan. When Scott finds out that his ruthless arch-nemesis, McCarn , is involved with the stealthy and dangerous criminals, he is eager to settle old scores. Soon Scott is facing off against McCarn and the entire ninja horde in an effort to take them all down.",4.462,/jpK2nRI84zJfT09TPSDBLqXYR2v.jpg,1980-08-14,The Octagon,False,5.0,50
